#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	REF_ALLELE	UPLOADED_ALLELE	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	SIFT	PolyPhen	AF	CLIN_SIG	SOMATIC	PHENO	PUBMED	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE	TRANSCRIPTION_FACTORS
chr1_19288433_rs117022236	1:19288432-19288434	rs117022236	intron_variant	MODIFIER	AKR7A3	ENSG00000162482	Transcript	ENST00000361640.5	protein_coding	-	1/6	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:390	MANE_Select	NM_012067.3	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	intron_variant,NMD_transcript_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000230418.8	nonsense_mediated_decay	-	5/18	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9618	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	intron_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000230419.9	protein_coding	-	5/19	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9618	MANE_Select	NM_002821.5	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	intron_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000345201.6	protein_coding	-	5/18	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9618	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	intron_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000349241.6	protein_coding	-	5/16	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9618	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	intron_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000352931.6	protein_coding	-	5/18	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9618	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	intron_variant,NMD_transcript_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000470019.5	nonsense_mediated_decay	-	4/18	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9618	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	intron_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000471863.5	protein_coding	-	5/6	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9618	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	downstream_gene_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000476760.1	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	2251	1	-	HGNC	HGNC:9618	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	intron_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000481273.5	protein_coding	-	5/19	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9618	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	intron_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000481946.5	protein_coding	-	1/4	-	-	-	-	-	-	-	-	-	-	-	1	cds_start_NF,cds_end_NF	HGNC	HGNC:9618	-	-	-	3	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	intron_variant,non_coding_transcript_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000487673.5	retained_intron	-	5/18	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9618	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	upstream_gene_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000489707.5	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	657	1	cds_start_NF	HGNC	HGNC:9618	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_43131868_rs45604140	6:43131867-43131869	rs45604140	non_coding_transcript_exon_variant	MODIFIER	PTK7	ENSG00000112655	Transcript	ENST00000490710.1	retained_intron	1/2	-	-	-	155-156	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:9618	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_75180631_rs36099249	6:75180630-75180632	rs36099249	intron_variant	MODIFIER	COL12A1	ENSG00000111799	Transcript	ENST00000322507.13	protein_coding	-	11/65	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2188	MANE_Select	NM_004370.6	-	1	P4	-	-	-	-	-	-	-	-	-	-	-	-
chr6_75180631_rs36099249	6:75180630-75180632	rs36099249	intron_variant	MODIFIER	COL12A1	ENSG00000111799	Transcript	ENST00000345356.10	protein_coding	-	2/50	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2188	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_75180631_rs36099249	6:75180630-75180632	rs36099249	intron_variant	MODIFIER	COL12A1	ENSG00000111799	Transcript	ENST00000416123.6	protein_coding	-	10/62	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2188	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_75180631_rs36099249	6:75180630-75180632	rs36099249	intron_variant	MODIFIER	COL12A1	ENSG00000111799	Transcript	ENST00000483888.6	protein_coding	-	11/64	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2188	-	-	-	5	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr6_75180631_rs36099249	6:75180630-75180632	rs36099249	intron_variant,non_coding_transcript_variant	MODIFIER	COL12A1	ENSG00000111799	Transcript	ENST00000486533.1	retained_intron	-	4/4	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:2188	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_78889319_rs140587050	6:78889318-78889320	rs140587050	intron_variant	MODIFIER	IRAK1BP1	ENSG00000146243	Transcript	ENST00000369940.7	protein_coding	-	2/3	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:17368	MANE_Select	NM_001010844.4	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr6_78889319_rs140587050	6:78889318-78889320	rs140587050	intron_variant,NMD_transcript_variant	MODIFIER	IRAK1BP1	ENSG00000146243	Transcript	ENST00000606868.5	nonsense_mediated_decay	-	2/4	-	-	-	-	-	-	-	-	-	-	-	1	cds_start_NF	HGNC	HGNC:17368	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_78889319_rs140587050	6:78889318-78889320	rs140587050	intron_variant	MODIFIER	IRAK1BP1	ENSG00000146243	Transcript	ENST00000607739.1	protein_coding	-	2/4	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:17368	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_150814248_rs79102053	6:150814247-150814249	rs79102053	intron_variant	MODIFIER	PLEKHG1	ENSG00000120278	Transcript	ENST00000358517.6	protein_coding	-	10/15	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:20884	-	-	-	5	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr6_150814248_rs79102053	6:150814247-150814249	rs79102053	intron_variant,NMD_transcript_variant	MODIFIER	PLEKHG1	ENSG00000120278	Transcript	ENST00000475490.1	nonsense_mediated_decay	-	8/14	-	-	-	-	-	-	-	-	-	-	-	1	cds_start_NF	HGNC	HGNC:20884	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr6_150814248_rs79102053	6:150814247-150814249	rs79102053	intron_variant	MODIFIER	PLEKHG1	ENSG00000120278	Transcript	ENST00000644968.1	protein_coding	-	10/15	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:20884	-	-	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr6_150814248_rs79102053	6:150814247-150814249	rs79102053	intron_variant	MODIFIER	PLEKHG1	ENSG00000120278	Transcript	ENST00000696526.1	protein_coding	-	11/16	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:20884	MANE_Select	NM_001029884.3	-	-	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr6_150814248_rs79102053	6:150814247-150814249	rs79102053	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR6_CJZ3K	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_38422578_rs13228275	7:38422577-38422579	rs13228275	intron_variant	MODIFIER	AMPH	ENSG00000078053	Transcript	ENST00000325590.9	protein_coding	-	15/19	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:471	-	-	-	1	P2	-	-	-	-	-	-	-	-	-	-	-	-
chr7_38422578_rs13228275	7:38422577-38422579	rs13228275	intron_variant	MODIFIER	AMPH	ENSG00000078053	Transcript	ENST00000356264.7	protein_coding	-	15/20	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:471	MANE_Select	NM_001635.4	-	1	A2	-	-	-	-	-	-	-	-	-	-	-	-
chr7_38422578_rs13228275	7:38422577-38422579	rs13228275	intron_variant	MODIFIER	AMPH	ENSG00000078053	Transcript	ENST00000441628.5	protein_coding	-	7/11	-	-	-	-	-	-	-	-	-	-	-	-1	cds_start_NF	HGNC	HGNC:471	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_38422578_rs13228275	7:38422577-38422579	rs13228275	intron_variant,NMD_transcript_variant	MODIFIER	AMPH	ENSG00000078053	Transcript	ENST00000450124.1	nonsense_mediated_decay	-	2/5	-	-	-	-	-	-	-	-	-	-	-	-1	cds_start_NF	HGNC	HGNC:471	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_38422578_rs13228275	7:38422577-38422579	rs13228275	intron_variant,non_coding_transcript_variant	MODIFIER	AMPH	ENSG00000078053	Transcript	ENST00000462072.1	retained_intron	-	2/4	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:471	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_38422578_rs13228275	7:38422577-38422579	rs13228275	intron_variant,non_coding_transcript_variant	MODIFIER	AMPH	ENSG00000078053	Transcript	ENST00000467580.5	protein_coding_CDS_not_defined	-	2/4	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:471	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_38422578_rs13228275	7:38422577-38422579	rs13228275	intron_variant,non_coding_transcript_variant	MODIFIER	AMPH	ENSG00000078053	Transcript	ENST00000471913.5	protein_coding_CDS_not_defined	-	2/4	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:471	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_38422578_rs13228275	7:38422577-38422579	rs13228275	upstream_gene_variant	MODIFIER	AMPH	ENSG00000078053	Transcript	ENST00000475581.5	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	4547	-1	-	HGNC	HGNC:471	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	intron_variant	MODIFIER	NAPEPLD	ENSG00000161048	Transcript	ENST00000341533.8	protein_coding	-	1/5	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:21683	-	-	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	intron_variant	MODIFIER	NAPEPLD	ENSG00000161048	Transcript	ENST00000417955.5	protein_coding	-	1/4	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:21683	-	-	-	5	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	intron_variant	MODIFIER	NAPEPLD	ENSG00000161048	Transcript	ENST00000418294.1	protein_coding	-	1/2	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:21683	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	intron_variant,NMD_transcript_variant	MODIFIER	NAPEPLD	ENSG00000161048	Transcript	ENST00000422589.5	nonsense_mediated_decay	-	1/6	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:21683	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	intron_variant	MODIFIER	NAPEPLD	ENSG00000161048	Transcript	ENST00000425379.1	protein_coding	-	2/2	-	-	-	-	-	-	-	-	-	-	-	-1	cds_end_NF	HGNC	HGNC:21683	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	intron_variant	MODIFIER	NAPEPLD	ENSG00000161048	Transcript	ENST00000427257.5	protein_coding	-	1/4	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:21683	-	-	-	2	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	upstream_gene_variant	MODIFIER	-	ENSG00000224415	Transcript	ENST00000432746.1	processed_pseudogene	-	-	-	-	-	-	-	-	-	-	-	-	4044	-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	intron_variant	MODIFIER	NAPEPLD	ENSG00000161048	Transcript	ENST00000465647.6	protein_coding	-	1/4	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:21683	MANE_Select	NM_001122838.3	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	intron_variant,non_coding_transcript_variant	MODIFIER	NAPEPLD	ENSG00000161048	Transcript	ENST00000479761.1	retained_intron	-	1/1	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:21683	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	upstream_gene_variant	MODIFIER	-	ENSG00000289956	Transcript	ENST00000838451.1	lncRNA	-	-	-	-	-	-	-	-	-	-	-	-	3641	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	upstream_gene_variant	MODIFIER	-	ENSG00000289956	Transcript	ENST00000838452.1	lncRNA	-	-	-	-	-	-	-	-	-	-	-	-	3665	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	upstream_gene_variant	MODIFIER	-	ENSG00000289956	Transcript	ENST00000838453.1	lncRNA	-	-	-	-	-	-	-	-	-	-	-	-	3384	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	upstream_gene_variant	MODIFIER	-	ENSG00000289956	Transcript	ENST00000838462.1	lncRNA	-	-	-	-	-	-	-	-	-	-	-	-	3659	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	upstream_gene_variant	MODIFIER	-	ENSG00000289956	Transcript	ENST00000838463.1	lncRNA	-	-	-	-	-	-	-	-	-	-	-	-	3665	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103145983_rs180725393	7:103145982-103145984	rs180725393	upstream_gene_variant	MODIFIER	-	ENSG00000289956	Transcript	ENST00000838465.1	lncRNA	-	-	-	-	-	-	-	-	-	-	-	-	3359	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103545823_rs10953388	7:103545822-103545824	rs10953388	intron_variant	MODIFIER	RELN	ENSG00000189056	Transcript	ENST00000343529.9	protein_coding	-	41/63	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:9957	-	-	-	5	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103545823_rs10953388	7:103545822-103545824	rs10953388	intron_variant	MODIFIER	RELN	ENSG00000189056	Transcript	ENST00000424685.3	protein_coding	-	41/64	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:9957	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103545823_rs10953388	7:103545822-103545824	rs10953388	intron_variant	MODIFIER	RELN	ENSG00000189056	Transcript	ENST00000428762.6	protein_coding	-	41/64	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:9957	MANE_Select	NM_005045.4	-	5	P5	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103545823_rs10953388	7:103545822-103545824	rs10953388	intron_variant,non_coding_transcript_variant	MODIFIER	RELN	ENSG00000189056	Transcript	ENST00000679867.1	retained_intron	-	41/62	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:9957	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103545823_rs10953388	7:103545822-103545824	rs10953388	intron_variant,non_coding_transcript_variant	MODIFIER	RELN	ENSG00000189056	Transcript	ENST00000679952.1	protein_coding_CDS_not_defined	-	1/9	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:9957	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103545823_rs10953388	7:103545822-103545824	rs10953388	intron_variant,NMD_transcript_variant	MODIFIER	RELN	ENSG00000189056	Transcript	ENST00000681034.1	nonsense_mediated_decay	-	41/65	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:9957	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103545823_rs10953388	7:103545822-103545824	rs10953388	intron_variant,non_coding_transcript_variant	MODIFIER	RELN	ENSG00000189056	Transcript	ENST00000681199.1	retained_intron	-	4/4	-	-	-	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:9957	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_103545823_rs10953388	7:103545822-103545824	rs10953388	upstream_gene_variant	MODIFIER	RELN	ENSG00000189056	Transcript	ENST00000681315.1	retained_intron	-	-	-	-	-	-	-	-	-	-	-	-	4817	-1	-	HGNC	HGNC:9957	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_111940110_rs144867634	7:111940109-111940111	rs144867634	coding_sequence_variant	MODIFIER	DOCK4	ENSG00000128512	Transcript	ENST00000428084.6	protein_coding	11/53	-	-	-	1237-1238	976-977	326	-	-	-	-	-	-	-1	-	HGNC	HGNC:19192	MANE_Select	NM_001363540.2	-	5	P3	-	-	-	-	-	-	-	-	-	-	-	-
chr7_111940110_rs144867634	7:111940109-111940111	rs144867634	coding_sequence_variant	MODIFIER	DOCK4	ENSG00000128512	Transcript	ENST00000437633.6	protein_coding	11/52	-	-	-	1237-1238	976-977	326	-	-	-	-	-	-	-1	-	HGNC	HGNC:19192	-	-	-	1	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr7_111940110_rs144867634	7:111940109-111940111	rs144867634	coding_sequence_variant	MODIFIER	DOCK4	ENSG00000128512	Transcript	ENST00000445943.5	protein_coding	10/53	-	-	-	939-940	940-941	314	-	-	-	-	-	-	-1	cds_start_NF	HGNC	HGNC:19192	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_111940110_rs144867634	7:111940109-111940111	rs144867634	non_coding_transcript_exon_variant	MODIFIER	DOCK4	ENSG00000128512	Transcript	ENST00000476846.5	protein_coding_CDS_not_defined	11/23	-	-	-	1232-1233	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:19192	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_111940110_rs144867634	7:111940109-111940111	rs144867634	non_coding_transcript_exon_variant	MODIFIER	DOCK4	ENSG00000128512	Transcript	ENST00000661654.1	retained_intron	11/12	-	-	-	1245-1246	-	-	-	-	-	-	-	-	-1	-	HGNC	HGNC:19192	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_155309975_rs191603973	7:155309974-155309976	rs191603973	3_prime_UTR_variant	MODIFIER	INSIG1	ENSG00000186480	Transcript	ENST00000340368.9	protein_coding	6/6	-	-	-	2648-2649	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6083	MANE_Select	NM_005542.6	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr7_155309975_rs191603973	7:155309974-155309976	rs191603973	downstream_gene_variant	MODIFIER	INSIG1	ENSG00000186480	Transcript	ENST00000342407.5	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	1218	1	-	HGNC	HGNC:6083	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_155309975_rs191603973	7:155309974-155309976	rs191603973	3_prime_UTR_variant	MODIFIER	INSIG1	ENSG00000186480	Transcript	ENST00000344756.8	protein_coding	6/6	-	-	-	2365-2366	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:6083	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_155309975_rs191603973	7:155309974-155309976	rs191603973	downstream_gene_variant	MODIFIER	INSIG1	ENSG00000186480	Transcript	ENST00000476756.1	protein_coding	-	-	-	-	-	-	-	-	-	-	-	-	1015	1	cds_start_NF	HGNC	HGNC:6083	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr7_155309975_rs191603973	7:155309974-155309976	rs191603973	downstream_gene_variant	MODIFIER	-	ENSG00000308970	Transcript	ENST00000837557.1	lncRNA	-	-	-	-	-	-	-	-	-	-	-	-	2400	-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr8_10422115_rs4607615	8:10422114-10422116	rs4607615	intron_variant	MODIFIER	MSRA	ENSG00000175806	Transcript	ENST00000317173.9	protein_coding	-	5/5	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:7377	MANE_Select	NM_012331.5	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr8_10422115_rs4607615	8:10422114-10422116	rs4607615	intron_variant	MODIFIER	MSRA	ENSG00000175806	Transcript	ENST00000382490.9	protein_coding	-	5/5	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:7377	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr8_10422115_rs4607615	8:10422114-10422116	rs4607615	intron_variant	MODIFIER	MSRA	ENSG00000175806	Transcript	ENST00000441698.6	protein_coding	-	4/4	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:7377	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr8_10422115_rs4607615	8:10422114-10422116	rs4607615	intron_variant	MODIFIER	MSRA	ENSG00000175806	Transcript	ENST00000528246.5	protein_coding	-	6/6	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:7377	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr8_10422115_rs4607615	8:10422114-10422116	rs4607615	downstream_gene_variant	MODIFIER	-	ENSG00000253678	Transcript	ENST00000843329.1	lncRNA	-	-	-	-	-	-	-	-	-	-	-	-	4939	-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
chr8_35746650_rs17357035	8:35746649-35746651	rs17357035	intron_variant	MODIFIER	UNC5D	ENSG00000156687	Transcript	ENST00000287272.6	protein_coding	-	10/15	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:18634	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr8_35746650_rs17357035	8:35746649-35746651	rs17357035	intron_variant	MODIFIER	UNC5D	ENSG00000156687	Transcript	ENST00000404895.7	protein_coding	-	11/16	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:18634	MANE_Select	NM_080872.4	-	1	P2	-	-	-	-	-	-	-	-	-	-	-	-
chr8_35746650_rs17357035	8:35746649-35746651	rs17357035	intron_variant	MODIFIER	UNC5D	ENSG00000156687	Transcript	ENST00000416672.5	protein_coding	-	12/17	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:18634	-	-	-	5	A1	-	-	-	-	-	-	-	-	-	-	-	-
chr8_35746650_rs17357035	8:35746649-35746651	rs17357035	intron_variant	MODIFIER	UNC5D	ENSG00000156687	Transcript	ENST00000420357.5	protein_coding	-	9/14	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:18634	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr8_35746650_rs17357035	8:35746649-35746651	rs17357035	intron_variant	MODIFIER	UNC5D	ENSG00000156687	Transcript	ENST00000449677.1	protein_coding	-	3/8	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:18634	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
chr8_35746650_rs17357035	8:35746649-35746651	rs17357035	intron_variant	MODIFIER	UNC5D	ENSG00000156687	Transcript	ENST00000453357.6	protein_coding	-	11/16	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:18634	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
chr8_55368109_rs2622560	8:55368108-55368110	rs2622560	intron_variant	MODIFIER	XKR4	ENSG00000206579	Transcript	ENST00000327381.7	protein_coding	-	2/2	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:29394	MANE_Select	NM_052898.2	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr8_66786416_rs191342285	8:66786415-66786417	rs191342285	intron_variant	MODIFIER	SGK3	ENSG00000104205	Transcript	ENST00000396596.2	protein_coding	-	1/16	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:10812	-	-	-	1	P1	-	-	-	-	-	-	-	-	-	-	-	-
chr8_66786416_rs191342285	8:66786415-66786417	rs191342285	intron_variant	MODIFIER	SGK3	ENSG00000104205	Transcript	ENST00000518388.5	protein_coding	-	1/5	-	-	-	-	-	-	-	-	-	-	-	1	cds_end_NF	HGNC	HGNC:10812	-	-	-	5	-	-	-	-	-	-	-	-	-	-	-	-	-
chr8_66786416_rs191342285	8:66786415-66786417	rs191342285	intron_variant	MODIFIER	SGK3	ENSG00000104205	Transcript	ENST00000520976.5	protein_coding	-	1/15	-	-	-	-	-	-	-	-	-	-	-	1	-	HGNC	HGNC:10812	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
